[iter 0] λ=0.5000 → flips=1312
[iter 1] λ=0.2500 → flips=0
[iter 2] λ=0.3750 → flips=221
[iter 3] λ=0.4375 → flips=657
[iter 4] λ=0.4688 → flips=869
[iter 5] λ=0.4844 → flips=1051
[iter 6] λ=0.4766 → flips=975
[iter 7] λ=0.4727 → flips=930
[iter 8] λ=0.4746 → flips=946
[iter 9] λ=0.4756 → flips=946
[iter 10] λ=0.4761 → flips=956
[iter 11] λ=0.4763 → flips=956
[iter 12] λ=0.4764 → flips=956
[iter 13] λ=0.4765 → flips=975
[iter 14] λ=0.4765 → flips=956
[iter 15] λ=0.4765 → flips=956
[iter 16] λ=0.4765 → flips=956
[iter 17] λ=0.4765 → flips=956
[iter 18] λ=0.4765 → flips=956
[iter 19] λ=0.4765 → flips=956

Best λ=0.4761 → flips=956, correct=789/958
Number of flips performed: 956
Cell (virus_11137,host_386774): 0 -> 1
Cell (virus_11137,host_225400): 0 -> 1
Cell (virus_11137,host_2015597): 0 -> 1
Cell (virus_11137,host_188569): 0 -> 1
Cell (virus_11137,host_270698): 0 -> 1
Cell (virus_11137,host_188572): 0 -> 1
Cell (virus_11137,host_337453): 0 -> 1
Cell (virus_11137,host_9402): 0 -> 1
Cell (virus_11137,host_498220): 0 -> 1
Cell (virus_11137,host_77243): 0 -> 1
Cell (virus_11137,host_2994998): 0 -> 1
Cell (virus_11137,host_89673): 0 -> 1
Cell (virus_11137,host_9433): 0 -> 1
Cell (virus_11137,host_258934): 0 -> 1
Cell (virus_11137,host_479723): 0 -> 1
Cell (virus_11137,host_9438): 0 -> 1
Cell (virus_11137,host_360967): 0 -> 1
Cell (virus_1244203,host_59463): 0 -> 1
Cell (virus_1244203,host_188569): 0 -> 1
Cell (virus_1244203,host_59453): 0 -> 1
Cell (virus_1244203,host_58069): 0 -> 1
Cell (virus_1244203,host_166054): 0 -> 1
Cell (virus_1244203,host_58071): 0 -> 1
Cell (virus_1244203,host_77214): 0 -> 1
Cell (virus_1244203,host_89673): 0 -> 1
Cell (virus_1244203,host_187008): 0 -> 1
Cell (virus_1244203,host_258959): 0 -> 1
Cell (virus_3433754,host_59463): 0 -> 1
Cell (virus_3433754,host_188569): 0 -> 1
Cell (virus_3433754,host_59453): 0 -> 1
Cell (virus_3433754,host_58069): 0 -> 1
Cell (virus_3433754,host_166054): 0 -> 1
Cell (virus_3433754,host_58071): 0 -> 1
Cell (virus_3433754,host_77214): 0 -> 1
Cell (virus_3433754,host_89673): 0 -> 1
Cell (virus_3433754,host_187008): 0 -> 1
Cell (virus_3433754,host_258959): 0 -> 1
Cell (virus_3433753,host_375553): 0 -> 1
Cell (virus_3433753,host_58071): 0 -> 1
Cell (virus_3433753,host_438766): 0 -> 1
Cell (virus_3433753,host_258934): 0 -> 1
Cell (virus_3433753,host_2218597): 0 -> 1
Cell (virus_3433753,host_360967): 0 -> 1
Cell (virus_3433753,host_258959): 0 -> 1
Cell (virus_3119326,host_59463): 0 -> 1
Cell (virus_3119326,host_51298): 0 -> 1
Cell (virus_3119326,host_203696): 0 -> 1
Cell (virus_3119326,host_385037): 0 -> 1
Cell (virus_3119326,host_608659): 0 -> 1
Cell (virus_3119326,host_77214): 0 -> 1
Cell (virus_3119326,host_40228): 0 -> 1
Cell (virus_3119326,host_89673): 0 -> 1
Cell (virus_3119326,host_221086): 0 -> 1
Cell (virus_3119326,host_438766): 0 -> 1
Cell (virus_3433752,host_59463): 0 -> 1
Cell (virus_3433752,host_225400): 0 -> 1
Cell (virus_3433752,host_385037): 0 -> 1
Cell (virus_3433752,host_188569): 0 -> 1
Cell (virus_3433752,host_302402): 0 -> 1
Cell (virus_3433752,host_58069): 0 -> 1
Cell (virus_3433752,host_188572): 0 -> 1
Cell (virus_3433752,host_608659): 0 -> 1
Cell (virus_3433752,host_903567): 0 -> 1
Cell (virus_3433752,host_1898393): 0 -> 1
Cell (virus_3433752,host_40228): 0 -> 1
Cell (virus_3433752,host_192403): 0 -> 1
Cell (virus_3433752,host_89673): 0 -> 1
Cell (virus_3433752,host_187008): 0 -> 1
Cell (virus_3433752,host_258959): 0 -> 1
Cell (virus_1906673,host_59463): 0 -> 1
Cell (virus_1906673,host_386774): 0 -> 1
Cell (virus_1906673,host_188569): 0 -> 1
Cell (virus_1906673,host_76837): 0 -> 1
Cell (virus_1906673,host_608659): 0 -> 1
Cell (virus_1906673,host_337453): 0 -> 1
Cell (virus_1906673,host_385575): 0 -> 1
Cell (virus_1906673,host_903567): 0 -> 1
Cell (virus_1906673,host_1898393): 0 -> 1
Cell (virus_1906673,host_89673): 0 -> 1
Cell (virus_1906673,host_258959): 0 -> 1
Cell (virus_3433785,host_59463): 0 -> 1
Cell (virus_3433785,host_386774): 0 -> 1
Cell (virus_3433785,host_188569): 0 -> 1
Cell (virus_3433785,host_76837): 0 -> 1
Cell (virus_3433785,host_608659): 0 -> 1
Cell (virus_3433785,host_337453): 0 -> 1
Cell (virus_3433785,host_385575): 0 -> 1
Cell (virus_3433785,host_903567): 0 -> 1
Cell (virus_3433785,host_1898393): 0 -> 1
Cell (virus_3433785,host_89673): 0 -> 1
Cell (virus_3433785,host_258959): 0 -> 1
Cell (virus_2971263,host_59463): 0 -> 1
Cell (virus_2971263,host_188569): 0 -> 1
Cell (virus_2971263,host_59453): 0 -> 1
Cell (virus_2971263,host_58069): 0 -> 1
Cell (virus_2971263,host_608659): 0 -> 1
Cell (virus_2971263,host_519037): 0 -> 1
Cell (virus_2971263,host_337453): 0 -> 1
Cell (virus_2971263,host_1898393): 0 -> 1
Cell (virus_2971263,host_77214): 0 -> 1
Cell (virus_2971263,host_89673): 0 -> 1
Cell (virus_3433786,host_59463): 0 -> 1
Cell (virus_3433786,host_188569): 0 -> 1
Cell (virus_3433786,host_59453): 0 -> 1
