[iter 0] λ=0.5000 → flips=25
[iter 1] λ=0.7500 → flips=11043
[iter 2] λ=0.6250 → flips=1739
[iter 3] λ=0.6875 → flips=4442
[iter 4] λ=0.7188 → flips=8731
[iter 5] λ=0.7031 → flips=7058
[iter 6] λ=0.7109 → flips=7760
[iter 7] λ=0.7070 → flips=7633
[iter 8] λ=0.7090 → flips=7699
[iter 9] λ=0.7100 → flips=7721
[iter 10] λ=0.7104 → flips=7760
[iter 11] λ=0.7102 → flips=7760
[iter 12] λ=0.7101 → flips=7721
[iter 13] λ=0.7101 → flips=7721
[iter 14] λ=0.7102 → flips=7721
[iter 15] λ=0.7102 → flips=7760
[iter 16] λ=0.7102 → flips=7721
[iter 17] λ=0.7102 → flips=7721
[iter 18] λ=0.7102 → flips=7721
[iter 19] λ=0.7102 → flips=7721

Best λ=0.7109 → flips=7760, correct=4040/7747
Number of flips performed: 7760
Cell (virus_11137,host_109478): 0 -> 1
Cell (virus_11137,host_3380546): 0 -> 1
Cell (virus_11137,host_257882): 0 -> 1
Cell (virus_11137,host_59461): 0 -> 1
Cell (virus_11137,host_203696): 0 -> 1
Cell (virus_11137,host_155035): 0 -> 1
Cell (virus_11137,host_258925): 0 -> 1
Cell (virus_11137,host_177185): 0 -> 1
Cell (virus_11137,host_187017): 0 -> 1
Cell (virus_11137,host_157961): 0 -> 1
Cell (virus_11137,host_249020): 0 -> 1
Cell (virus_11137,host_584995): 0 -> 1
Cell (virus_11137,host_463808): 0 -> 1
Cell (virus_11137,host_58069): 0 -> 1
Cell (virus_11137,host_188570): 0 -> 1
Cell (virus_11137,host_188572): 0 -> 1
Cell (virus_11137,host_867892): 0 -> 1
Cell (virus_11137,host_76837): 0 -> 1
Cell (virus_11137,host_320431): 0 -> 1
Cell (virus_11137,host_178895): 0 -> 1
Cell (virus_11137,host_76834): 0 -> 1
Cell (virus_11137,host_59477): 0 -> 1
Cell (virus_11137,host_89399): 0 -> 1
Cell (virus_11137,host_2603866): 0 -> 1
Cell (virus_11137,host_302408): 0 -> 1
Cell (virus_11137,host_59478): 0 -> 1
Cell (virus_11137,host_59479): 0 -> 1
Cell (virus_11137,host_519037): 0 -> 1
Cell (virus_11137,host_1410044): 0 -> 1
Cell (virus_11137,host_1898389): 0 -> 1
Cell (virus_11137,host_372077): 0 -> 1
Cell (virus_11137,host_903567): 0 -> 1
Cell (virus_11137,host_58067): 0 -> 1
Cell (virus_11137,host_448084): 0 -> 1
Cell (virus_11137,host_77243): 0 -> 1
Cell (virus_11137,host_1898393): 0 -> 1
Cell (virus_11137,host_58083): 0 -> 1
Cell (virus_11137,host_9407): 0 -> 1
Cell (virus_11137,host_9408): 0 -> 1
Cell (virus_11137,host_1898386): 0 -> 1
Cell (virus_11137,host_58060): 0 -> 1
Cell (virus_11137,host_9400): 0 -> 1
Cell (virus_11137,host_298110): 0 -> 1
Cell (virus_11137,host_187003): 0 -> 1
Cell (virus_11137,host_907075): 0 -> 1
Cell (virus_11137,host_118856): 0 -> 1
Cell (virus_11137,host_1884717): 0 -> 1
Cell (virus_11137,host_59476): 0 -> 1
Cell (virus_11137,host_138695): 0 -> 1
Cell (virus_11137,host_40233): 0 -> 1
Cell (virus_11137,host_192403): 0 -> 1
Cell (virus_11137,host_177162): 0 -> 1
Cell (virus_11137,host_27638): 0 -> 1
Cell (virus_11137,host_2994998): 0 -> 1
Cell (virus_11137,host_27642): 0 -> 1
Cell (virus_11137,host_9423): 0 -> 1
Cell (virus_11137,host_148061): 0 -> 1
Cell (virus_11137,host_148089): 0 -> 1
Cell (virus_11137,host_9430): 0 -> 1
Cell (virus_11137,host_94961): 0 -> 1
Cell (virus_11137,host_3042450): 0 -> 1
Cell (virus_11137,host_3371013): 0 -> 1
Cell (virus_11137,host_59472): 0 -> 1
Cell (virus_11137,host_221086): 0 -> 1
Cell (virus_11137,host_291302): 0 -> 1
Cell (virus_11137,host_187007): 0 -> 1
Cell (virus_11137,host_9433): 0 -> 1
Cell (virus_11137,host_124751): 0 -> 1
Cell (virus_11137,host_3041509): 0 -> 1
Cell (virus_11137,host_2218597): 0 -> 1
Cell (virus_11137,host_258867): 0 -> 1
Cell (virus_11137,host_242384): 0 -> 1
Cell (virus_11137,host_3370289): 0 -> 1
Cell (virus_11137,host_999964): 0 -> 1
Cell (virus_11137,host_9438): 0 -> 1
Cell (virus_11137,host_249034): 0 -> 1
Cell (virus_11137,host_258952): 0 -> 1
Cell (virus_11137,host_249033): 0 -> 1
Cell (virus_11137,host_272799): 0 -> 1
Cell (virus_1244203,host_109478): 0 -> 1
Cell (virus_1244203,host_3380546): 0 -> 1
Cell (virus_1244203,host_9435): 0 -> 1
Cell (virus_1244203,host_257882): 0 -> 1
Cell (virus_1244203,host_526407): 0 -> 1
Cell (virus_1244203,host_59461): 0 -> 1
Cell (virus_1244203,host_203696): 0 -> 1
