[iter 0] λ=0.5000 → flips=3757
[iter 1] λ=0.7500 → flips=4791
[iter 2] λ=0.6250 → flips=4737
[iter 3] λ=0.6875 → flips=4791
[iter 4] λ=0.6562 → flips=4791
[iter 5] λ=0.6406 → flips=4769
[iter 6] λ=0.6484 → flips=4769
[iter 7] λ=0.6523 → flips=4791
[iter 8] λ=0.6504 → flips=4769
[iter 9] λ=0.6514 → flips=4791
[iter 10] λ=0.6509 → flips=4769
[iter 11] λ=0.6511 → flips=4791
[iter 12] λ=0.6510 → flips=4769
[iter 13] λ=0.6511 → flips=4769
[iter 14] λ=0.6511 → flips=4769
[iter 15] λ=0.6511 → flips=4769
[iter 16] λ=0.6511 → flips=4791
[iter 17] λ=0.6511 → flips=4791
[iter 18] λ=0.6511 → flips=4769
[iter 19] λ=0.6511 → flips=4791

Best λ=0.6406 → flips=4769, correct=4757/4779
Number of flips performed: 4769
Cell (virus_11137,host_375553): 0 -> 1
Cell (virus_11137,host_3380546): 0 -> 1
Cell (virus_11137,host_59463): 0 -> 1
Cell (virus_11137,host_160974): 0 -> 1
Cell (virus_11137,host_98922): 0 -> 1
Cell (virus_11137,host_138977): 0 -> 1
Cell (virus_11137,host_452654): 0 -> 1
Cell (virus_11137,host_587652): 0 -> 1
Cell (virus_11137,host_225400): 0 -> 1
Cell (virus_11137,host_258925): 0 -> 1
Cell (virus_11137,host_685731): 0 -> 1
Cell (virus_11137,host_2603869): 0 -> 1
Cell (virus_11137,host_188568): 0 -> 1
Cell (virus_11137,host_59453): 0 -> 1
Cell (virus_11137,host_334201): 0 -> 1
Cell (virus_11137,host_169756): 0 -> 1
Cell (virus_11137,host_867892): 0 -> 1
Cell (virus_11137,host_608659): 0 -> 1
Cell (virus_11137,host_76834): 0 -> 1
Cell (virus_11137,host_430491): 0 -> 1
Cell (virus_11137,host_59479): 0 -> 1
Cell (virus_11137,host_519037): 0 -> 1
Cell (virus_11137,host_77218): 0 -> 1
Cell (virus_11137,host_329870): 0 -> 1
Cell (virus_11137,host_328804): 0 -> 1
Cell (virus_11137,host_448084): 0 -> 1
Cell (virus_11137,host_58073): 0 -> 1
Cell (virus_11137,host_9407): 0 -> 1
Cell (virus_11137,host_9408): 0 -> 1
Cell (virus_11137,host_58063): 0 -> 1
Cell (virus_11137,host_374419): 0 -> 1
Cell (virus_11137,host_326151): 0 -> 1
Cell (virus_11137,host_1381355): 0 -> 1
Cell (virus_11137,host_118856): 0 -> 1
Cell (virus_11137,host_59476): 0 -> 1
Cell (virus_11137,host_138695): 0 -> 1
Cell (virus_11137,host_27663): 0 -> 1
Cell (virus_11137,host_40228): 0 -> 1
Cell (virus_11137,host_196700): 0 -> 1
Cell (virus_11137,host_177160): 0 -> 1
Cell (virus_11137,host_94961): 0 -> 1
Cell (virus_11137,host_3042450): 0 -> 1
Cell (virus_11137,host_1434095): 0 -> 1
Cell (virus_11137,host_9433): 0 -> 1
Cell (virus_11137,host_187008): 0 -> 1
Cell (virus_11137,host_438766): 0 -> 1
Cell (virus_11137,host_242384): 0 -> 1
Cell (virus_11137,host_3370289): 0 -> 1
Cell (virus_11137,host_258930): 0 -> 1
Cell (virus_11137,host_258909): 0 -> 1
Cell (virus_11137,host_59474): 0 -> 1
Cell (virus_11137,host_110938): 0 -> 1
Cell (virus_1244203,host_187011): 0 -> 1
Cell (virus_1244203,host_375553): 0 -> 1
Cell (virus_1244203,host_3380546): 0 -> 1
Cell (virus_1244203,host_160974): 0 -> 1
Cell (virus_1244203,host_98922): 0 -> 1
Cell (virus_1244203,host_138977): 0 -> 1
Cell (virus_1244203,host_159330): 0 -> 1
Cell (virus_1244203,host_452654): 0 -> 1
Cell (virus_1244203,host_155035): 0 -> 1
Cell (virus_1244203,host_258925): 0 -> 1
Cell (virus_1244203,host_685731): 0 -> 1
Cell (virus_1244203,host_2603869): 0 -> 1
Cell (virus_1244203,host_188568): 0 -> 1
Cell (virus_1244203,host_334201): 0 -> 1
Cell (virus_1244203,host_249020): 0 -> 1
Cell (virus_1244203,host_376555): 0 -> 1
Cell (virus_1244203,host_188570): 0 -> 1
Cell (virus_1244203,host_608708): 0 -> 1
Cell (virus_1244203,host_430491): 0 -> 1
Cell (virus_1244203,host_549403): 0 -> 1
Cell (virus_1244203,host_328804): 0 -> 1
Cell (virus_1244203,host_9402): 0 -> 1
Cell (virus_1244203,host_58067): 0 -> 1
Cell (virus_1244203,host_58071): 0 -> 1
Cell (virus_1244203,host_1898393): 0 -> 1
Cell (virus_1244203,host_9407): 0 -> 1
Cell (virus_1244203,host_9408): 0 -> 1
Cell (virus_1244203,host_58063): 0 -> 1
Cell (virus_1244203,host_374419): 0 -> 1
Cell (virus_1244203,host_326081): 0 -> 1
Cell (virus_1244203,host_1381355): 0 -> 1
Cell (virus_1244203,host_1884717): 0 -> 1
Cell (virus_1244203,host_148094): 0 -> 1
Cell (virus_1244203,host_40228): 0 -> 1
Cell (virus_1244203,host_196700): 0 -> 1
Cell (virus_1244203,host_177160): 0 -> 1
Cell (virus_1244203,host_177162): 0 -> 1
Cell (virus_1244203,host_148061): 0 -> 1
Cell (virus_1244203,host_3042450): 0 -> 1
Cell (virus_1244203,host_1434095): 0 -> 1
Cell (virus_1244203,host_221087): 0 -> 1
Cell (virus_1244203,host_9433): 0 -> 1
Cell (virus_1244203,host_438766): 0 -> 1
Cell (virus_1244203,host_242384): 0 -> 1
Cell (virus_1244203,host_9438): 0 -> 1
Cell (virus_1244203,host_61862): 0 -> 1
Cell (virus_1244203,host_59474): 0 -> 1
Cell (virus_1244203,host_110938): 0 -> 1
Cell (virus_1244203,host_258944): 0 -> 1
Cell (virus_1244203,host_258959): 0 -> 1
Cell (virus_3433754,host_187011): 0 -> 1
Cell (virus_3433754,host_375553): 0 -> 1
Cell (virus_3433754,host_3380546): 0 -> 1
Cell (virus_3433754,host_160974): 0 -> 1
Cell (virus_3433754,host_98922): 0 -> 1
Cell (virus_3433754,host_138977): 0 -> 1
Cell (virus_3433754,host_159330): 0 -> 1
Cell (virus_3433754,host_452654): 0 -> 1
Cell (virus_3433754,host_155035): 0 -> 1
Cell (virus_3433754,host_258925): 0 -> 1
Cell (virus_3433754,host_685731): 0 -> 1
Cell (virus_3433754,host_2603869): 0 -> 1
Cell (virus_3433754,host_188568): 0 -> 1
Cell (virus_3433754,host_334201): 0 -> 1
Cell (virus_3433754,host_249020): 0 -> 1
Cell (virus_3433754,host_376555): 0 -> 1
Cell (virus_3433754,host_188570): 0 -> 1
