[iter 0] λ=0.5000 → flips=199
[iter 1] λ=0.7500 → flips=12131
[iter 2] λ=0.6250 → flips=4452
[iter 3] λ=0.6875 → flips=7886
[iter 4] λ=0.6562 → flips=5513
[iter 5] λ=0.6406 → flips=5049
[iter 6] λ=0.6484 → flips=5385
[iter 7] λ=0.6445 → flips=5188
[iter 8] λ=0.6465 → flips=5373
[iter 9] λ=0.6475 → flips=5385
[iter 10] λ=0.6470 → flips=5385
[iter 11] λ=0.6467 → flips=5385
[iter 12] λ=0.6466 → flips=5373
[iter 13] λ=0.6467 → flips=5373
[iter 14] λ=0.6467 → flips=5373
[iter 15] λ=0.6467 → flips=5385
[iter 16] λ=0.6467 → flips=5373
[iter 17] λ=0.6467 → flips=5373
[iter 18] λ=0.6467 → flips=5385
[iter 19] λ=0.6467 → flips=5373

Best λ=0.6465 → flips=5373, correct=2075/5375
Number of flips performed: 5373
Cell (virus_11137,host_187011): 0 -> 1
Cell (virus_11137,host_59473): 0 -> 1
Cell (virus_11137,host_2015597): 0 -> 1
Cell (virus_11137,host_187017): 0 -> 1
Cell (virus_11137,host_110941): 0 -> 1
Cell (virus_11137,host_188568): 0 -> 1
Cell (virus_11137,host_188569): 0 -> 1
Cell (virus_11137,host_59453): 0 -> 1
Cell (virus_11137,host_157961): 0 -> 1
Cell (virus_11137,host_584995): 0 -> 1
Cell (virus_11137,host_58069): 0 -> 1
Cell (virus_11137,host_159858): 0 -> 1
Cell (virus_11137,host_320431): 0 -> 1
Cell (virus_11137,host_608659): 0 -> 1
Cell (virus_11137,host_89399): 0 -> 1
Cell (virus_11137,host_188571): 0 -> 1
Cell (virus_11137,host_2603865): 0 -> 1
Cell (virus_11137,host_342862): 0 -> 1
Cell (virus_11137,host_430492): 0 -> 1
Cell (virus_11137,host_77218): 0 -> 1
Cell (virus_11137,host_329870): 0 -> 1
Cell (virus_11137,host_549403): 0 -> 1
Cell (virus_11137,host_124756): 0 -> 1
Cell (virus_11137,host_132908): 0 -> 1
Cell (virus_11137,host_196297): 0 -> 1
Cell (virus_11137,host_58057): 0 -> 1
Cell (virus_11137,host_58083): 0 -> 1
Cell (virus_11137,host_9407): 0 -> 1
Cell (virus_11137,host_58065): 0 -> 1
Cell (virus_11137,host_58063): 0 -> 1
Cell (virus_11137,host_1898386): 0 -> 1
Cell (virus_11137,host_58060): 0 -> 1
Cell (virus_11137,host_77233): 0 -> 1
Cell (virus_11137,host_326081): 0 -> 1
Cell (virus_11137,host_326083): 0 -> 1
Cell (virus_11137,host_187003): 0 -> 1
Cell (virus_11137,host_907075): 0 -> 1
