Matrix saved as results/braga/9/b0_c0.1/original_matrix.png
Matrix saved as results/braga/9/b0_c0.1/corrupted.png
[iter 0] λ=0.5000 → flips=32
[iter 1] λ=0.7500 → flips=396
[iter 2] λ=0.6250 → flips=396
[iter 3] λ=0.5625 → flips=63
[iter 4] λ=0.5938 → flips=93
[iter 5] λ=0.6094 → flips=102
[iter 6] λ=0.6172 → flips=102
[iter 7] λ=0.6211 → flips=396
[iter 8] λ=0.6191 → flips=102
[iter 9] λ=0.6201 → flips=102
[iter 10] λ=0.6206 → flips=396
[iter 11] λ=0.6204 → flips=396
[iter 12] λ=0.6202 → flips=102
[iter 13] λ=0.6203 → flips=396
[iter 14] λ=0.6203 → flips=396
[iter 15] λ=0.6203 → flips=102
[iter 16] λ=0.6203 → flips=396
[iter 17] λ=0.6203 → flips=102
[iter 18] λ=0.6203 → flips=102
[iter 19] λ=0.6203 → flips=102

Best λ=0.6094 → flips=102, correct=67/118
Number of flips performed: 102
Cell (Hypanartia_lethe,Schisandraceae): 0 -> 1
Cell (Hypanartia_lethe,Siparunaceae): 0 -> 1
Cell (Hypanartia_lethe,Smilacaceae): 0 -> 1
Cell (Hypanartia_lethe,Potamogetonaceae): 0 -> 1
Cell (Hypanartia_lethe,Acoraceae): 0 -> 1
Cell (Hypanartia_lethe,Ulmaceae): 0 -> 1
Cell (Hypanartia_bella,Schisandraceae): 0 -> 1
Cell (Hypanartia_bella,Siparunaceae): 0 -> 1
Cell (Hypanartia_bella,Smilacaceae): 0 -> 1
Cell (Hypanartia_bella,Ulmaceae): 0 -> 1
Cell (Vanessa_itea,Nymphaeaceae): 0 -> 1
Cell (Vanessa_itea,Smilacaceae): 0 -> 1
Cell (Vanessa_itea,Rhamnaceae): 0 -> 1
Cell (Vanessa_annabella,Amborellaceae): 0 -> 1
Cell (Vanessa_annabella,Aristolochiaceae): 0 -> 1
Cell (Vanessa_annabella,Smilacaceae): 0 -> 1
Cell (Vanessa_annabella,Potamogetonaceae): 0 -> 1
Cell (Vanessa_annabella,Rhamnaceae): 0 -> 1
Cell (Vanessa_hippomene,Amborellaceae): 0 -> 1
Cell (Vanessa_hippomene,Smilacaceae): 0 -> 1
Cell (Vanessa_hippomene,Potamogetonaceae): 0 -> 1
Cell (Vanessa_hippomene,Cannabaceae): 0 -> 1
Cell (Vanessa_dimorphica,Smilacaceae): 0 -> 1
Cell (Vanessa_dimorphica,Potamogetonaceae): 0 -> 1
Cell (Vanessa_dimorphica,Cannabaceae): 0 -> 1
Cell (Vanessa_kershawi,Chloranthaceae): 0 -> 1
Cell (Vanessa_kershawi,Cannabaceae): 0 -> 1
Cell (Vanessa_cardui,Nymphaeaceae): 0 -> 1
