[iter 0] λ=0.5000 → flips=2509
[iter 1] λ=0.7500 → flips=8733
[iter 2] λ=0.6250 → flips=7337
[iter 3] λ=0.5625 → flips=6088
[iter 4] λ=0.5312 → flips=5088
[iter 5] λ=0.5156 → flips=4531
[iter 6] λ=0.5078 → flips=3768
[iter 7] λ=0.5117 → flips=4167
[iter 8] λ=0.5137 → flips=4269
[iter 9] λ=0.5146 → flips=4423
[iter 10] λ=0.5142 → flips=4306
[iter 11] λ=0.5144 → flips=4324
[iter 12] λ=0.5145 → flips=4367
[iter 13] λ=0.5145 → flips=4365
[iter 14] λ=0.5144 → flips=4324
[iter 15] λ=0.5145 → flips=4324
[iter 16] λ=0.5145 → flips=4365
[iter 17] λ=0.5145 → flips=4365
[iter 18] λ=0.5145 → flips=4365
[iter 19] λ=0.5145 → flips=4365

Best λ=0.5144 → flips=4324, correct=2469/4343
Number of flips performed: 4324
Cell (virus_11137,host_105295): 0 -> 1
Cell (virus_11137,host_3380546): 0 -> 1
Cell (virus_11137,host_386774): 0 -> 1
Cell (virus_11137,host_452653): 0 -> 1
Cell (virus_11137,host_587652): 0 -> 1
Cell (virus_11137,host_225400): 0 -> 1
Cell (virus_11137,host_385037): 0 -> 1
Cell (virus_11137,host_2603869): 0 -> 1
Cell (virus_11137,host_1207989): 0 -> 1
Cell (virus_11137,host_186990): 0 -> 1
Cell (virus_11137,host_196296): 0 -> 1
Cell (virus_11137,host_178895): 0 -> 1
Cell (virus_11137,host_76834): 0 -> 1
Cell (virus_11137,host_430491): 0 -> 1
Cell (virus_11137,host_476589): 0 -> 1
Cell (virus_11137,host_519037): 0 -> 1
Cell (virus_11137,host_77218): 0 -> 1
Cell (virus_11137,host_549403): 0 -> 1
Cell (virus_11137,host_3371112): 0 -> 1
Cell (virus_11137,host_77231): 0 -> 1
Cell (virus_11137,host_372077): 0 -> 1
Cell (virus_11137,host_498220): 0 -> 1
Cell (virus_11137,host_58073): 0 -> 1
Cell (virus_11137,host_1898393): 0 -> 1
Cell (virus_11137,host_77223): 0 -> 1
Cell (virus_11137,host_58063): 0 -> 1
Cell (virus_11137,host_1898386): 0 -> 1
Cell (virus_11137,host_58060): 0 -> 1
Cell (virus_11137,host_77233): 0 -> 1
Cell (virus_11137,host_326081): 0 -> 1
Cell (virus_11137,host_40233): 0 -> 1
Cell (virus_11137,host_574064): 0 -> 1
Cell (virus_11137,host_51012): 0 -> 1
Cell (virus_11137,host_40229): 0 -> 1
Cell (virus_11137,host_2994998): 0 -> 1
Cell (virus_11137,host_27642): 0 -> 1
Cell (virus_11137,host_409031): 0 -> 1
Cell (virus_11137,host_148061): 0 -> 1
Cell (virus_11137,host_9430): 0 -> 1
Cell (virus_11137,host_94961): 0 -> 1
Cell (virus_11137,host_3042450): 0 -> 1
Cell (virus_11137,host_1434095): 0 -> 1
Cell (virus_11137,host_221087): 0 -> 1
Cell (virus_11137,host_479723): 0 -> 1
Cell (virus_11137,host_3041509): 0 -> 1
Cell (virus_11137,host_258867): 0 -> 1
Cell (virus_11137,host_153297): 0 -> 1
Cell (virus_11137,host_258953): 0 -> 1
Cell (virus_11137,host_258930): 0 -> 1
Cell (virus_11137,host_29078): 0 -> 1
Cell (virus_11137,host_3371016): 0 -> 1
Cell (virus_11137,host_360967): 0 -> 1
Cell (virus_1244203,host_105295): 0 -> 1
Cell (virus_1244203,host_3380546): 0 -> 1
Cell (virus_1244203,host_109481): 0 -> 1
Cell (virus_1244203,host_386774): 0 -> 1
Cell (virus_1244203,host_187014): 0 -> 1
Cell (virus_1244203,host_225400): 0 -> 1
Cell (virus_1244203,host_385037): 0 -> 1
Cell (virus_1244203,host_2603869): 0 -> 1
Cell (virus_1244203,host_186990): 0 -> 1
Cell (virus_1244203,host_270698): 0 -> 1
Cell (virus_1244203,host_608659): 0 -> 1
Cell (virus_1244203,host_178895): 0 -> 1
Cell (virus_1244203,host_476589): 0 -> 1
Cell (virus_1244203,host_77218): 0 -> 1
Cell (virus_1244203,host_549403): 0 -> 1
Cell (virus_1244203,host_3371112): 0 -> 1
Cell (virus_1244203,host_498220): 0 -> 1
Cell (virus_1244203,host_58071): 0 -> 1
Cell (virus_1244203,host_58073): 0 -> 1
Cell (virus_1244203,host_1898393): 0 -> 1
Cell (virus_1244203,host_77223): 0 -> 1
Cell (virus_1244203,host_9407): 0 -> 1
Cell (virus_1244203,host_58060): 0 -> 1
Cell (virus_1244203,host_77233): 0 -> 1
Cell (virus_1244203,host_94956): 0 -> 1
Cell (virus_1244203,host_1884717): 0 -> 1
Cell (virus_1244203,host_40233): 0 -> 1
Cell (virus_1244203,host_574064): 0 -> 1
Cell (virus_1244203,host_409031): 0 -> 1
Cell (virus_1244203,host_89673): 0 -> 1
Cell (virus_1244203,host_148061): 0 -> 1
Cell (virus_1244203,host_9430): 0 -> 1
Cell (virus_1244203,host_3042450): 0 -> 1
Cell (virus_1244203,host_1434095): 0 -> 1
Cell (virus_1244203,host_221087): 0 -> 1
Cell (virus_1244203,host_9433): 0 -> 1
Cell (virus_1244203,host_479723): 0 -> 1
Cell (virus_1244203,host_124751): 0 -> 1
Cell (virus_1244203,host_27622): 0 -> 1
Cell (virus_1244203,host_2218597): 0 -> 1
Cell (virus_1244203,host_153297): 0 -> 1
Cell (virus_1244203,host_258953): 0 -> 1
Cell (virus_1244203,host_3371016): 0 -> 1
Cell (virus_3433754,host_105295): 0 -> 1
Cell (virus_3433754,host_3380546): 0 -> 1
Cell (virus_3433754,host_109481): 0 -> 1
Cell (virus_3433754,host_386774): 0 -> 1
Cell (virus_3433754,host_187014): 0 -> 1
Cell (virus_3433754,host_225400): 0 -> 1
Cell (virus_3433754,host_385037): 0 -> 1
Cell (virus_3433754,host_2603869): 0 -> 1
Cell (virus_3433754,host_186990): 0 -> 1
Cell (virus_3433754,host_270698): 0 -> 1
Cell (virus_3433754,host_608659): 0 -> 1
Cell (virus_3433754,host_178895): 0 -> 1
Cell (virus_3433754,host_476589): 0 -> 1
Cell (virus_3433754,host_77218): 0 -> 1
Cell (virus_3433754,host_549403): 0 -> 1
Cell (virus_3433754,host_3371112): 0 -> 1
Cell (virus_3433754,host_498220): 0 -> 1
Cell (virus_3433754,host_58071): 0 -> 1
Cell (virus_3433754,host_58073): 0 -> 1
Cell (virus_3433754,host_1898393): 0 -> 1
Cell (virus_3433754,host_77223): 0 -> 1
Cell (virus_3433754,host_9407): 0 -> 1
Cell (virus_3433754,host_58060): 0 -> 1
