Matrix saved as results/braga/97/b4_c0.5/original_matrix.png
Matrix saved as results/braga/97/b4_c0.5/corrupted.png
[iter 0] λ=0.5000 → flips=169
[iter 1] λ=0.7500 → flips=322
[iter 2] λ=0.6250 → flips=322
[iter 3] λ=0.5625 → flips=322
[iter 4] λ=0.5312 → flips=266
[iter 5] λ=0.5156 → flips=229
[iter 6] λ=0.5234 → flips=266
[iter 7] λ=0.5195 → flips=261
[iter 8] λ=0.5176 → flips=257
[iter 9] λ=0.5166 → flips=229
[iter 10] λ=0.5171 → flips=253
[iter 11] λ=0.5168 → flips=253
[iter 12] λ=0.5167 → flips=233
[iter 13] λ=0.5168 → flips=233
[iter 14] λ=0.5168 → flips=253
[iter 15] λ=0.5168 → flips=253
[iter 16] λ=0.5168 → flips=253
[iter 17] λ=0.5168 → flips=233
[iter 18] λ=0.5168 → flips=233
[iter 19] λ=0.5168 → flips=253

Best λ=0.5171 → flips=253, correct=195/243
Number of flips performed: 253
Cell (Hypanartia_lethe,Siparunaceae): 0 -> 1
Cell (Hypanartia_lethe,Fabaceae): 0 -> 1
Cell (Hypanartia_lethe,Malvaceae): 0 -> 1
Cell (Hypanartia_lethe,Plantaginaceae): 0 -> 1
Cell (Hypanartia_bella,Siparunaceae): 0 -> 1
Cell (Hypanartia_bella,Smilacaceae): 0 -> 1
Cell (Hypanartia_bella,Potamogetonaceae): 0 -> 1
Cell (Hypanartia_bella,Urticaceae): 0 -> 1
Cell (Hypanartia_bella,Malvaceae): 0 -> 1
Cell (Hypanartia_bella,Plantaginaceae): 0 -> 1
Cell (Vanessa_itea,Siparunaceae): 0 -> 1
Cell (Vanessa_itea,Smilacaceae): 0 -> 1
Cell (Vanessa_itea,Potamogetonaceae): 0 -> 1
Cell (Vanessa_itea,Fabaceae): 0 -> 1
Cell (Vanessa_itea,Rosaceae): 0 -> 1
Cell (Vanessa_itea,Rhamnaceae): 0 -> 1
Cell (Vanessa_itea,Urticaceae): 0 -> 1
Cell (Vanessa_itea,Betulaceae): 0 -> 1
Cell (Vanessa_itea,Malvaceae): 0 -> 1
Cell (Vanessa_itea,Grossulariaceae): 0 -> 1
Cell (Vanessa_itea,Boraginaceae): 0 -> 1
Cell (Vanessa_annabella,Nymphaeaceae): 0 -> 1
Cell (Vanessa_annabella,Schisandraceae): 0 -> 1
Cell (Vanessa_annabella,Aristolochiaceae): 0 -> 1
Cell (Vanessa_annabella,Chloranthaceae): 0 -> 1
Cell (Vanessa_annabella,Ulmaceae): 0 -> 1
Cell (Vanessa_annabella,Betulaceae): 0 -> 1
Cell (Vanessa_annabella,Malvaceae): 0 -> 1
Cell (Vanessa_hippomene,Nymphaeaceae): 0 -> 1
Cell (Vanessa_hippomene,Schisandraceae): 0 -> 1
Cell (Vanessa_hippomene,Smilacaceae): 0 -> 1
Cell (Vanessa_hippomene,Ceratophyllaceae): 0 -> 1
Cell (Vanessa_hippomene,Rosaceae): 0 -> 1
Cell (Vanessa_hippomene,Cannabaceae): 0 -> 1
Cell (Vanessa_hippomene,Malvaceae): 0 -> 1
Cell (Vanessa_hippomene,Grossulariaceae): 0 -> 1
Cell (Vanessa_hippomene,Ericaceae): 0 -> 1
Cell (Vanessa_hippomene,Plantaginaceae): 0 -> 1
Cell (Vanessa_dimorphica,Nymphaeaceae): 0 -> 1
Cell (Vanessa_dimorphica,Schisandraceae): 0 -> 1
Cell (Vanessa_dimorphica,Rhamnaceae): 0 -> 1
Cell (Vanessa_dimorphica,Betulaceae): 0 -> 1
Cell (Vanessa_dimorphica,Malvaceae): 0 -> 1
Cell (Vanessa_dimorphica,Ericaceae): 0 -> 1
Cell (Vanessa_dimorphica,Plantaginaceae): 0 -> 1
Cell (Vanessa_dimorphica,Boraginaceae): 0 -> 1
Cell (Vanessa_kershawi,Nymphaeaceae): 0 -> 1
Cell (Vanessa_kershawi,Siparunaceae): 0 -> 1
Cell (Vanessa_kershawi,Aristolochiaceae): 0 -> 1
Cell (Vanessa_kershawi,Typhaceae): 0 -> 1
Cell (Vanessa_kershawi,Ulmaceae): 0 -> 1
Cell (Vanessa_kershawi,Urticaceae): 0 -> 1
Cell (Vanessa_kershawi,Grossulariaceae): 0 -> 1
Cell (Vanessa_kershawi,Ericaceae): 0 -> 1
Cell (Vanessa_kershawi,Boraginaceae): 0 -> 1
Cell (Vanessa_cardui,Aristolochiaceae): 0 -> 1
Cell (Vanessa_cardui,Typhaceae): 0 -> 1
Cell (Vanessa_cardui,Ulmaceae): 0 -> 1
Cell (Vanessa_cardui,Urticaceae): 0 -> 1
Cell (Vanessa_cardui,Malvaceae): 0 -> 1
Cell (Vanessa_cardui,Ericaceae): 0 -> 1
Cell (Vanessa_cardui,Boraginaceae): 0 -> 1
Cell (Vanessa_virginiensis,Amborellaceae): 0 -> 1
Cell (Vanessa_virginiensis,Schisandraceae): 0 -> 1
Cell (Vanessa_virginiensis,Chloranthaceae): 0 -> 1
Cell (Vanessa_virginiensis,Typhaceae): 0 -> 1
Cell (Vanessa_virginiensis,Ceratophyllaceae): 0 -> 1
Cell (Vanessa_virginiensis,Fabaceae): 0 -> 1
Cell (Vanessa_virginiensis,Urticaceae): 0 -> 1
Cell (Vanessa_virginiensis,Malvaceae): 0 -> 1
Cell (Vanessa_virginiensis,Grossulariaceae): 0 -> 1
Cell (Vanessa_virginiensis,Ericaceae): 0 -> 1
Cell (Vanessa_virginiensis,Asteraceae): 0 -> 1
Cell (Vanessa_virginiensis,Plantaginaceae): 0 -> 1
Cell (Vanessa_virginiensis,Boraginaceae): 0 -> 1
Cell (Vanessa_abyssinica,Amborellaceae): 0 -> 1
Cell (Vanessa_abyssinica,Schisandraceae): 0 -> 1
Cell (Vanessa_abyssinica,Aristolochiaceae): 0 -> 1
Cell (Vanessa_abyssinica,Smilacaceae): 0 -> 1
Cell (Vanessa_abyssinica,Fabaceae): 0 -> 1
Cell (Vanessa_abyssinica,Rhamnaceae): 0 -> 1
Cell (Vanessa_abyssinica,Grossulariaceae): 0 -> 1
Cell (Vanessa_atalanta,Schisandraceae): 0 -> 1
Cell (Vanessa_atalanta,Aristolochiaceae): 0 -> 1
Cell (Vanessa_atalanta,Ulmaceae): 0 -> 1
Cell (Vanessa_atalanta,Cannabaceae): 0 -> 1
Cell (Vanessa_atalanta,Grossulariaceae): 0 -> 1
Cell (Vanessa_atalanta,Plantaginaceae): 0 -> 1
Cell (Vanessa_tameamea,Nymphaeaceae): 0 -> 1
Cell (Vanessa_tameamea,Schisandraceae): 0 -> 1
Cell (Vanessa_tameamea,Aristolochiaceae): 0 -> 1
Cell (Vanessa_tameamea,Acoraceae): 0 -> 1
Cell (Vanessa_tameamea,Ulmaceae): 0 -> 1
Cell (Vanessa_tameamea,Cannabaceae): 0 -> 1
Cell (Vanessa_tameamea,Ericaceae): 0 -> 1
Cell (Vanessa_tameamea,Asteraceae): 0 -> 1
Cell (Vanessa_indica,Acoraceae): 0 -> 1
Cell (Vanessa_indica,Urticaceae): 0 -> 1
Cell (Vanessa_indica,Ericaceae): 0 -> 1
Cell (Vanessa_indica,Boraginaceae): 0 -> 1
Cell (Antanartia_delius,Typhaceae): 0 -> 1
Cell (Antanartia_delius,Urticaceae): 0 -> 1
Cell (Antanartia_delius,Betulaceae): 0 -> 1
Cell (Antanartia_delius,Malvaceae): 0 -> 1
Cell (Antanartia_delius,Boraginaceae): 0 -> 1
Cell (Aglais_io,Amborellaceae): 0 -> 1
Cell (Aglais_io,Nymphaeaceae): 0 -> 1
Cell (Aglais_io,Schisandraceae): 0 -> 1
Cell (Aglais_io,Ulmaceae): 0 -> 1
Cell (Aglais_io,Salicaceae): 0 -> 1
Cell (Aglais_io,Asteraceae): 0 -> 1
Cell (Aglais_io,Plantaginaceae): 0 -> 1
Cell (Aglais_milberti,Schisandraceae): 0 -> 1
Cell (Aglais_milberti,Siparunaceae): 0 -> 1
Cell (Aglais_milberti,Aristolochiaceae): 0 -> 1
Cell (Aglais_milberti,Typhaceae): 0 -> 1
Cell (Aglais_milberti,Smilacaceae): 0 -> 1
Cell (Aglais_milberti,Ceratophyllaceae): 0 -> 1
Cell (Aglais_milberti,Fabaceae): 0 -> 1
Cell (Aglais_milberti,Ulmaceae): 0 -> 1
Cell (Aglais_milberti,Betulaceae): 0 -> 1
Cell (Aglais_milberti,Ericaceae): 0 -> 1
Cell (Aglais_milberti,Asteraceae): 0 -> 1
Cell (Aglais_milberti,Plantaginaceae): 0 -> 1
Cell (Aglais_milberti,Boraginaceae): 0 -> 1
Cell (Aglais_urticae,Aristolochiaceae): 0 -> 1
Cell (Aglais_urticae,Potamogetonaceae): 0 -> 1
Cell (Aglais_urticae,Cannabaceae): 0 -> 1
