[iter 0] λ=0.5000 → flips=2873
[iter 1] λ=0.2500 → flips=0
[iter 2] λ=0.3750 → flips=21
[iter 3] λ=0.4375 → flips=93
[iter 4] λ=0.4688 → flips=445
[iter 5] λ=0.4844 → flips=1229
[iter 6] λ=0.4922 → flips=1801
[iter 7] λ=0.4961 → flips=2303
[iter 8] λ=0.4980 → flips=2591
[iter 9] λ=0.4990 → flips=2865
[iter 10] λ=0.4985 → flips=2865
[iter 11] λ=0.4983 → flips=2865
[iter 12] λ=0.4982 → flips=2772
[iter 13] λ=0.4982 → flips=2772
[iter 14] λ=0.4983 → flips=2865
[iter 15] λ=0.4982 → flips=2772
[iter 16] λ=0.4983 → flips=2772
[iter 17] λ=0.4983 → flips=2865
[iter 18] λ=0.4983 → flips=2772
[iter 19] λ=0.4983 → flips=2865

Best λ=0.4982 → flips=2772, correct=1671/2799
Number of flips performed: 2772
Cell (virus_11137,host_258946): 0 -> 1
Cell (virus_11137,host_51300): 0 -> 1
Cell (virus_11137,host_246814): 0 -> 1
Cell (virus_11137,host_59473): 0 -> 1
Cell (virus_11137,host_9435): 0 -> 1
Cell (virus_11137,host_59463): 0 -> 1
Cell (virus_11137,host_386774): 0 -> 1
Cell (virus_11137,host_392004): 0 -> 1
Cell (virus_11137,host_203696): 0 -> 1
Cell (virus_11137,host_98922): 0 -> 1
Cell (virus_11137,host_138977): 0 -> 1
Cell (virus_11137,host_452654): 0 -> 1
Cell (virus_11137,host_1207989): 0 -> 1
Cell (virus_11137,host_59453): 0 -> 1
Cell (virus_11137,host_186990): 0 -> 1
Cell (virus_11137,host_157961): 0 -> 1
Cell (virus_11137,host_302402): 0 -> 1
Cell (virus_11137,host_196296): 0 -> 1
Cell (virus_11137,host_337452): 0 -> 1
Cell (virus_11137,host_320431): 0 -> 1
Cell (virus_11137,host_549403): 0 -> 1
Cell (virus_11137,host_132908): 0 -> 1
Cell (virus_11137,host_9402): 0 -> 1
Cell (virus_11137,host_9407): 0 -> 1
Cell (virus_11137,host_58063): 0 -> 1
Cell (virus_11137,host_907075): 0 -> 1
Cell (virus_11137,host_118856): 0 -> 1
Cell (virus_11137,host_40233): 0 -> 1
Cell (virus_11137,host_40230): 0 -> 1
Cell (virus_11137,host_27638): 0 -> 1
Cell (virus_11137,host_27642): 0 -> 1
Cell (virus_11137,host_89673): 0 -> 1
Cell (virus_11137,host_187007): 0 -> 1
Cell (virus_11137,host_187008): 0 -> 1
Cell (virus_11137,host_479723): 0 -> 1
Cell (virus_11137,host_124751): 0 -> 1
Cell (virus_11137,host_27622): 0 -> 1
Cell (virus_11137,host_258930): 0 -> 1
Cell (virus_11137,host_272799): 0 -> 1
Cell (virus_11137,host_258909): 0 -> 1
Cell (virus_11137,host_29078): 0 -> 1
Cell (virus_11137,host_3371021): 0 -> 1
Cell (virus_11137,host_867834): 0 -> 1
Cell (virus_11137,host_2491053): 0 -> 1
Cell (virus_11137,host_59485): 0 -> 1
Cell (virus_1244203,host_258946): 0 -> 1
Cell (virus_1244203,host_51300): 0 -> 1
Cell (virus_1244203,host_246814): 0 -> 1
Cell (virus_1244203,host_59473): 0 -> 1
Cell (virus_1244203,host_9435): 0 -> 1
Cell (virus_1244203,host_59463): 0 -> 1
Cell (virus_1244203,host_386774): 0 -> 1
Cell (virus_1244203,host_203696): 0 -> 1
Cell (virus_1244203,host_98922): 0 -> 1
Cell (virus_1244203,host_138977): 0 -> 1
Cell (virus_1244203,host_452654): 0 -> 1
Cell (virus_1244203,host_1207989): 0 -> 1
Cell (virus_1244203,host_59453): 0 -> 1
Cell (virus_1244203,host_302402): 0 -> 1
Cell (virus_1244203,host_196296): 0 -> 1
Cell (virus_1244203,host_337452): 0 -> 1
Cell (virus_1244203,host_549403): 0 -> 1
Cell (virus_1244203,host_132908): 0 -> 1
Cell (virus_1244203,host_9402): 0 -> 1
Cell (virus_1244203,host_58063): 0 -> 1
Cell (virus_1244203,host_118856): 0 -> 1
Cell (virus_1244203,host_27638): 0 -> 1
Cell (virus_1244203,host_27642): 0 -> 1
Cell (virus_1244203,host_1434095): 0 -> 1
Cell (virus_1244203,host_221086): 0 -> 1
Cell (virus_1244203,host_187007): 0 -> 1
Cell (virus_1244203,host_187008): 0 -> 1
Cell (virus_1244203,host_479723): 0 -> 1
Cell (virus_1244203,host_27622): 0 -> 1
Cell (virus_1244203,host_9438): 0 -> 1
Cell (virus_1244203,host_272799): 0 -> 1
