[iter 0] λ=0.5000 → flips=938
[iter 1] λ=0.2500 → flips=0
[iter 2] λ=0.3750 → flips=52
[iter 3] λ=0.4375 → flips=223
[iter 4] λ=0.4688 → flips=431
[iter 5] λ=0.4844 → flips=720
[iter 6] λ=0.4766 → flips=523
[iter 7] λ=0.4805 → flips=627
[iter 8] λ=0.4785 → flips=541
[iter 9] λ=0.4795 → flips=627
[iter 10] λ=0.4790 → flips=563
[iter 11] λ=0.4792 → flips=627
[iter 12] λ=0.4791 → flips=563
[iter 13] λ=0.4792 → flips=616
[iter 14] λ=0.4792 → flips=594
[iter 15] λ=0.4791 → flips=563
[iter 16] λ=0.4791 → flips=594
[iter 17] λ=0.4791 → flips=594
[iter 18] λ=0.4791 → flips=594
[iter 19] λ=0.4791 → flips=563

Best λ=0.4792 → flips=594, correct=450/590
Number of flips performed: 594
Cell (virus_11137,host_385037): 0 -> 1
Cell (virus_11137,host_633648): 0 -> 1
Cell (virus_11137,host_175524): 0 -> 1
Cell (virus_11137,host_170233): 0 -> 1
Cell (virus_11137,host_89399): 0 -> 1
Cell (virus_11137,host_188571): 0 -> 1
Cell (virus_11137,host_49443): 0 -> 1
Cell (virus_11137,host_58067): 0 -> 1
Cell (virus_11137,host_9407): 0 -> 1
Cell (virus_11137,host_326083): 0 -> 1
Cell (virus_11137,host_40228): 0 -> 1
Cell (virus_11137,host_148089): 0 -> 1
Cell (virus_11137,host_3042450): 0 -> 1
Cell (virus_11137,host_1434095): 0 -> 1
Cell (virus_11137,host_479723): 0 -> 1
Cell (virus_11137,host_452595): 0 -> 1
Cell (virus_1244203,host_375553): 0 -> 1
Cell (virus_1244203,host_59463): 0 -> 1
Cell (virus_1244203,host_160974): 0 -> 1
Cell (virus_1244203,host_2528591): 0 -> 1
Cell (virus_1244203,host_170233): 0 -> 1
Cell (virus_1244203,host_196296): 0 -> 1
Cell (virus_1244203,host_2603866): 0 -> 1
Cell (virus_1244203,host_326083): 0 -> 1
Cell (virus_1244203,host_148089): 0 -> 1
Cell (virus_1244203,host_909369): 0 -> 1
Cell (virus_3433754,host_375553): 0 -> 1
Cell (virus_3433754,host_59463): 0 -> 1
Cell (virus_3433754,host_160974): 0 -> 1
Cell (virus_3433754,host_2528591): 0 -> 1
Cell (virus_3433754,host_170233): 0 -> 1
Cell (virus_3433754,host_196296): 0 -> 1
Cell (virus_3433754,host_2603866): 0 -> 1
Cell (virus_3433754,host_326083): 0 -> 1
Cell (virus_3433754,host_148089): 0 -> 1
Cell (virus_3433754,host_909369): 0 -> 1
Cell (virus_3433753,host_375553): 0 -> 1
Cell (virus_3433753,host_59463): 0 -> 1
Cell (virus_3433753,host_160974): 0 -> 1
Cell (virus_3433753,host_2528591): 0 -> 1
Cell (virus_3433753,host_170233): 0 -> 1
Cell (virus_3433753,host_196296): 0 -> 1
Cell (virus_3433753,host_2603866): 0 -> 1
Cell (virus_3433753,host_519041): 0 -> 1
Cell (virus_3433753,host_326083): 0 -> 1
Cell (virus_3433753,host_148089): 0 -> 1
Cell (virus_3433753,host_909369): 0 -> 1
Cell (virus_3119326,host_375553): 0 -> 1
Cell (virus_3119326,host_2528591): 0 -> 1
Cell (virus_3119326,host_59453): 0 -> 1
Cell (virus_3119326,host_170233): 0 -> 1
Cell (virus_3119326,host_89399): 0 -> 1
Cell (virus_3119326,host_2603866): 0 -> 1
Cell (virus_3119326,host_326083): 0 -> 1
Cell (virus_3119326,host_148089): 0 -> 1
Cell (virus_3433752,host_160974): 0 -> 1
Cell (virus_3433752,host_2528591): 0 -> 1
Cell (virus_3433752,host_59453): 0 -> 1
Cell (virus_3433752,host_170233): 0 -> 1
Cell (virus_3433752,host_89399): 0 -> 1
Cell (virus_3433752,host_1898393): 0 -> 1
Cell (virus_3433752,host_148089): 0 -> 1
Cell (virus_1906673,host_2528591): 0 -> 1
Cell (virus_1906673,host_170233): 0 -> 1
Cell (virus_1906673,host_89399): 0 -> 1
Cell (virus_1906673,host_2603866): 0 -> 1
Cell (virus_1906673,host_326083): 0 -> 1
Cell (virus_3433785,host_2528591): 0 -> 1
Cell (virus_3433785,host_170233): 0 -> 1
Cell (virus_3433785,host_89399): 0 -> 1
Cell (virus_3433785,host_2603866): 0 -> 1
Cell (virus_3433785,host_326083): 0 -> 1
Cell (virus_2971263,host_2528591): 0 -> 1
Cell (virus_2971263,host_170233): 0 -> 1
Cell (virus_2971263,host_89399): 0 -> 1
Cell (virus_2971263,host_2603866): 0 -> 1
Cell (virus_2971263,host_326083): 0 -> 1
Cell (virus_2971263,host_148089): 0 -> 1
Cell (virus_3433786,host_2528591): 0 -> 1
Cell (virus_3433786,host_170233): 0 -> 1
Cell (virus_3433786,host_89399): 0 -> 1
Cell (virus_3433786,host_2603866): 0 -> 1
Cell (virus_3433786,host_326083): 0 -> 1
Cell (virus_3433786,host_148089): 0 -> 1
Cell (virus_2989482,host_246814): 0 -> 1
Cell (virus_2989482,host_2528591): 0 -> 1
Cell (virus_2989482,host_2603866): 0 -> 1
Cell (virus_2989482,host_326083): 0 -> 1
Cell (virus_2989482,host_148061): 0 -> 1
Cell (virus_2989482,host_148089): 0 -> 1
Cell (virus_3433784,host_2528591): 0 -> 1
Cell (virus_3433784,host_170233): 0 -> 1
Cell (virus_3433784,host_89399): 0 -> 1
Cell (virus_3433784,host_2603866): 0 -> 1
Cell (virus_3433784,host_326083): 0 -> 1
Cell (virus_2691588,host_170233): 0 -> 1
Cell (virus_2691588,host_89399): 0 -> 1
Cell (virus_2691588,host_326083): 0 -> 1
Cell (virus_2691588,host_148089): 0 -> 1
Cell (virus_3433780,host_170233): 0 -> 1
Cell (virus_3433780,host_89399): 0 -> 1
Cell (virus_3433780,host_326083): 0 -> 1
Cell (virus_3433780,host_148089): 0 -> 1
Cell (virus_3433780,host_909369): 0 -> 1
Cell (virus_694000,host_170233): 0 -> 1
Cell (virus_694000,host_89399): 0 -> 1
Cell (virus_694000,host_326083): 0 -> 1
Cell (virus_694000,host_148089): 0 -> 1
Cell (virus_694000,host_909369): 0 -> 1
Cell (virus_3119327,host_160974): 0 -> 1
Cell (virus_3119327,host_2528591): 0 -> 1
Cell (virus_3119327,host_170233): 0 -> 1
Cell (virus_3119327,host_89399): 0 -> 1
Cell (virus_3119327,host_9408): 0 -> 1
Cell (virus_3119327,host_326083): 0 -> 1
Cell (virus_3119327,host_2969767): 0 -> 1
Cell (virus_2809631,host_160974): 0 -> 1
Cell (virus_2809631,host_2528591): 0 -> 1
Cell (virus_2809631,host_170233): 0 -> 1
Cell (virus_2809631,host_89399): 0 -> 1
Cell (virus_2809631,host_326083): 0 -> 1
Cell (virus_2809631,host_40228): 0 -> 1
Cell (virus_2809631,host_148089): 0 -> 1
Cell (virus_2809631,host_909369): 0 -> 1
Cell (virus_3433779,host_160974): 0 -> 1
Cell (virus_3433779,host_2528591): 0 -> 1
Cell (virus_3433779,host_170233): 0 -> 1
Cell (virus_3433779,host_89399): 0 -> 1
Cell (virus_3433779,host_326083): 0 -> 1
Cell (virus_3433779,host_40228): 0 -> 1
Cell (virus_3433779,host_148089): 0 -> 1
Cell (virus_3433779,host_909369): 0 -> 1
Cell (virus_694001,host_160974): 0 -> 1
Cell (virus_694001,host_2528591): 0 -> 1
Cell (virus_694001,host_170233): 0 -> 1
Cell (virus_694001,host_89399): 0 -> 1
Cell (virus_694001,host_326083): 0 -> 1
Cell (virus_694001,host_40228): 0 -> 1
Cell (virus_694001,host_148089): 0 -> 1
Cell (virus_694001,host_909369): 0 -> 1
Cell (virus_3027594,host_2528591): 0 -> 1
Cell (virus_3027594,host_89399): 0 -> 1
Cell (virus_3027594,host_326083): 0 -> 1
Cell (virus_3027594,host_148089): 0 -> 1
Cell (virus_3027594,host_1434095): 0 -> 1
Cell (virus_3027594,host_909369): 0 -> 1
Cell (virus_3027594,host_2969767): 0 -> 1
Cell (virus_3433782,host_2528591): 0 -> 1
Cell (virus_3433782,host_89399): 0 -> 1
Cell (virus_3433782,host_326083): 0 -> 1
Cell (virus_3433782,host_148089): 0 -> 1
Cell (virus_3433782,host_1434095): 0 -> 1
Cell (virus_3433782,host_909369): 0 -> 1
Cell (virus_3433782,host_2969767): 0 -> 1
Cell (virus_3027595,host_160974): 0 -> 1
Cell (virus_3027595,host_2528591): 0 -> 1
Cell (virus_3027595,host_326083): 0 -> 1
Cell (virus_3027595,host_148089): 0 -> 1
Cell (virus_3027595,host_909369): 0 -> 1
Cell (virus_3027595,host_2969767): 0 -> 1
Cell (virus_3027595,host_59474): 0 -> 1
Cell (virus_2917968,host_160974): 0 -> 1
Cell (virus_2917968,host_2528591): 0 -> 1
Cell (virus_2917968,host_170233): 0 -> 1
Cell (virus_2917968,host_2853157): 0 -> 1
Cell (virus_2917968,host_58060): 0 -> 1
Cell (virus_2917968,host_148089): 0 -> 1
Cell (virus_3119328,host_160974): 0 -> 1
Cell (virus_3119328,host_170233): 0 -> 1
Cell (virus_3119328,host_2853157): 0 -> 1
Cell (virus_3119328,host_148089): 0 -> 1
Cell (virus_3119328,host_3370289): 0 -> 1
Cell (virus_3119329,host_160974): 0 -> 1
Cell (virus_3119329,host_2528591): 0 -> 1
Cell (virus_3119329,host_170233): 0 -> 1
Cell (virus_3119329,host_2853157): 0 -> 1
Cell (virus_3119329,host_148089): 0 -> 1
Cell (virus_2991941,host_160974): 0 -> 1
Cell (virus_2991941,host_2528591): 0 -> 1
Cell (virus_2991941,host_170233): 0 -> 1
Cell (virus_2991941,host_2853157): 0 -> 1
Cell (virus_2991941,host_326083): 0 -> 1
Cell (virus_2991941,host_148089): 0 -> 1
Cell (virus_2991941,host_2969767): 0 -> 1
Cell (virus_2993504,host_160974): 0 -> 1
Cell (virus_2993504,host_2528591): 0 -> 1
Cell (virus_2993504,host_170233): 0 -> 1
Cell (virus_2993504,host_2853157): 0 -> 1
Cell (virus_2993504,host_326083): 0 -> 1
Cell (virus_2993504,host_148089): 0 -> 1
Cell (virus_2993504,host_2969767): 0 -> 1
Cell (virus_1335626,host_3371112): 0 -> 1
Cell (virus_1335626,host_326151): 0 -> 1
Cell (virus_1335626,host_187003): 0 -> 1
Cell (virus_1335626,host_148089): 0 -> 1
Cell (virus_1335626,host_291302): 0 -> 1
Cell (virus_1335626,host_3041509): 0 -> 1
Cell (virus_3433633,host_3371112): 0 -> 1
Cell (virus_3433633,host_326151): 0 -> 1
